loan_type,loan_purpose,loan_amount_000s,action_taken,action_taken_name,applicant_sex,applicant_race_1,applicant_income_000s,debt_to_income_ratio,combined_loan_to_value,census_tract_minority_pct,sex_binary,race_white,race_black,race_hispanic,hoepa_binary,loan_type_code,loan_purpose_code,approved
FHA-insured,Cash-out refinancing,278.3,1,Loan originated,Female,White,88.1,37.6,85.2,22.1,0,1,0,0,0,1,3,1
Conventional,Home purchase,126.0,3,Application denied,Female,White,45.9,58.8,84.6,17.0,0,1,0,0,0,0,0,0
FHA-insured,Home improvement,427.3,3,Application denied,Female,White,119.5,43.4,80.3,10.5,0,1,0,0,0,1,2,0
Conventional,Home purchase,211.8,1,Loan originated,Male,White,68.3,17.2,71.9,9.4,1,1,0,0,0,0,0,1
Conventional,Refinancing,199.4,1,Loan originated,Female,Black or African American,53.3,43.5,82.1,93.6,0,0,1,0,0,0,1,1
Conventional,Home purchase,399.1,1,Loan originated,Male,White,118.5,40.2,70.7,58.1,1,1,0,0,0,0,0,1
VA-guaranteed,Home purchase,295.0,3,Application denied,Male,Asian,108.3,48.4,92.7,36.5,1,0,0,0,0,2,0,0
Conventional,Home purchase,454.4,3,Application denied,Male,Black or African American,113.1,43.7,48.7,96.4,1,0,1,0,0,0,0,0
Conventional,Refinancing,440.1,1,Loan originated,Female,White,140.3,25.1,102.0,12.2,0,1,0,0,0,0,1,1
Conventional,Refinancing,537.4,1,Loan originated,Female,White,138.0,31.1,62.9,11.3,0,1,0,0,0,0,1,1
Conventional,Refinancing,189.9,3,Application denied,Male,Black or African American,58.7,41.4,78.0,54.8,1,0,1,0,0,0,1,0
Conventional,Home purchase,278.3,1,Loan originated,Male,White,86.6,35.2,89.9,38.7,1,1,0,0,0,0,0,1
Conventional,Home purchase,316.9,1,Loan originated,Male,White,83.7,22.4,92.6,49.6,1,1,0,0,0,0,0,1
Conventional,Refinancing,487.5,1,Loan originated,Male,White,127.3,41.6,81.7,30.7,1,1,0,0,0,0,1,1
Conventional,Refinancing,220.7,1,Loan originated,Female,White,76.0,32.0,81.6,12.6,0,1,0,0,0,0,1,1
Conventional,Home purchase,355.1,3,Application denied,Female,White,92.9,40.7,56.4,53.9,0,1,0,0,0,0,0,0
FHA-insured,Home purchase,274.2,1,Loan originated,Male,White,82.6,45.8,85.2,7.2,1,1,0,0,0,1,0,1
FHA-insured,Home purchase,383.1,1,Loan originated,Male,White,137.1,20.4,62.1,11.5,1,1,0,0,0,1,0,1
Conventional,Refinancing,310.2,1,Loan originated,Female,Black or African American,87.2,47.1,76.3,88.1,0,0,1,0,0,0,1,1
FSA/RHS-guaranteed,Cash-out refinancing,390.5,1,Loan originated,Female,White,110.7,52.7,105.0,12.7,0,1,0,0,0,3,3,1
FSA/RHS-guaranteed,Refinancing,154.8,1,Loan originated,Female,Hispanic or Latino,46.3,42.5,105.0,80.6,0,0,0,1,0,3,1,1
Conventional,Home purchase,368.6,1,Loan originated,Female,White,109.9,26.2,58.8,30.3,0,1,0,0,0,0,0,1
Conventional,Home purchase,99.0,3,Application denied,Male,Hispanic or Latino,26.3,51.5,79.5,58.8,1,0,0,1,0,0,0,0
Conventional,Refinancing,130.4,1,Loan originated,Female,Black or African American,46.7,23.4,61.4,61.1,0,0,1,0,0,0,1,1
FHA-insured,Home purchase,522.4,1,Loan originated,Female,White,152.7,45.3,42.5,20.0,0,1,0,0,0,1,0,1
Conventional,Home purchase,241.6,1,Loan originated,Male,White,93.9,39.8,81.6,47.0,1,1,0,0,0,0,0,1
Conventional,Home improvement,432.5,1,Loan originated,Male,White,117.9,27.3,36.2,15.6,1,1,0,0,0,0,2,1
Conventional,Refinancing,276.6,1,Loan originated,Male,White,86.3,39.0,79.2,30.6,1,1,0,0,0,0,1,1
FSA/RHS-guaranteed,Home purchase,412.6,1,Loan originated,Male,White,92.0,16.2,104.2,25.1,1,1,0,0,0,3,0,1
FHA-insured,Home purchase,138.6,3,Application denied,Male,Hispanic or Latino,49.7,50.6,76.5,68.4,1,0,0,1,0,1,0,0
VA-guaranteed,Home purchase,215.2,1,Loan originated,Male,White,55.0,10.0,88.4,5.9,1,1,0,0,0,2,0,1
FHA-insured,Refinancing,563.9,1,Loan originated,Male,White,135.4,30.6,75.3,18.6,1,1,0,0,0,1,1,1
Conventional,Home improvement,448.3,1,Loan originated,Female,White,116.8,36.8,59.8,12.9,0,1,0,0,0,0,2,1
FSA/RHS-guaranteed,Home purchase,197.8,3,Application denied,Male,Black or African American,64.5,51.8,95.3,86.9,1,0,1,0,0,3,0,0
Conventional,Home improvement,348.5,3,Application denied,Female,White,86.7,32.7,85.3,64.0,0,1,0,0,0,0,2,0
VA-guaranteed,Cash-out refinancing,98.5,1,Loan originated,Male,White,35.1,41.2,62.8,26.9,1,1,0,0,0,2,3,1
Conventional,Refinancing,248.8,1,Loan originated,Male,White,96.9,42.0,55.8,32.6,1,1,0,0,0,0,1,1
Conventional,Home purchase,543.9,1,Loan originated,Male,White,134.7,43.0,68.9,4.7,1,1,0,0,0,0,0,1
Conventional,Refinancing,333.4,1,Loan originated,Male,White,98.4,39.9,90.7,52.2,1,1,0,0,0,0,1,1
Conventional,Home purchase,289.0,3,Application denied,Male,White,76.0,50.2,73.9,52.0,1,1,0,0,0,0,0,0
Conventional,Home purchase,199.7,1,Loan originated,Female,Black or African American,59.0,38.3,65.2,83.9,0,0,1,0,0,0,0,1
FHA-insured,Refinancing,232.2,1,Loan originated,Male,White,71.1,27.0,86.8,46.6,1,1,0,0,0,1,1,1
Conventional,Refinancing,163.3,1,Loan originated,Female,White,55.5,22.9,92.8,11.2,0,1,0,0,0,0,1,1
Conventional,Home purchase,423.0,1,Loan originated,Male,White,113.6,28.5,93.6,23.1,1,1,0,0,0,0,0,1
VA-guaranteed,Refinancing,580.8,1,Loan originated,Male,White,130.0,42.4,80.1,5.4,1,1,0,0,0,2,1,1
Conventional,Home purchase,332.6,3,Application denied,Male,Hispanic or Latino,92.4,64.4,76.9,94.7,1,0,0,1,0,0,0,0
Conventional,Home improvement,371.0,1,Loan originated,Male,White,131.0,36.9,91.9,43.3,1,1,0,0,0,0,2,1
Conventional,Refinancing,246.4,1,Loan originated,Female,White,61.5,32.2,74.2,34.6,0,1,0,0,0,0,1,1
Conventional,Home improvement,229.4,1,Loan originated,Female,Black or African American,64.6,47.8,68.5,57.2,0,0,1,0,0,0,2,1
Conventional,Home purchase,90.2,1,Loan originated,Male,White,20.5,36.1,98.4,19.8,1,1,0,0,0,0,0,1
Conventional,Refinancing,296.0,1,Loan originated,Male,White,85.5,40.3,60.7,41.0,1,1,0,0,0,0,1,1
Conventional,Home improvement,393.3,1,Loan originated,Female,Black or African American,102.8,46.0,65.6,67.8,0,0,1,0,0,0,2,1
Conventional,Home purchase,220.2,1,Loan originated,Male,Black or African American,65.5,34.4,105.0,77.3,1,0,1,0,0,0,0,1
FHA-insured,Home purchase,242.9,1,Loan originated,Male,White,79.6,35.7,76.5,31.0,1,1,0,0,0,1,0,1
Conventional,Refinancing,343.5,1,Loan originated,Male,White,93.3,40.2,63.6,32.2,1,1,0,0,0,0,1,1
Conventional,Home improvement,265.9,1,Loan originated,Female,White,74.1,25.7,62.0,21.0,0,1,0,0,0,0,2,1
Conventional,Home purchase,178.5,1,Loan originated,Male,White,53.3,35.7,72.1,12.4,1,1,0,0,0,0,0,1
FHA-insured,Home purchase,531.0,1,Loan originated,Male,White,137.3,31.3,82.0,15.8,1,1,0,0,0,1,0,1
Conventional,Home purchase,322.5,1,Loan originated,Male,White,75.8,36.5,91.8,41.2,1,1,0,0,0,0,0,1
FHA-insured,Home purchase,169.9,1,Loan originated,Male,White,65.9,40.2,49.8,22.6,1,1,0,0,0,1,0,1
VA-guaranteed,Refinancing,397.9,1,Loan originated,Male,White,127.5,39.2,68.9,15.5,1,1,0,0,0,2,1,1
VA-guaranteed,Refinancing,208.4,3,Application denied,Male,White,68.9,44.3,82.6,36.2,1,1,0,0,0,2,1,0
Conventional,Home purchase,53.4,1,Loan originated,Female,Hispanic or Latino,15.1,49.3,68.5,53.0,0,0,0,1,0,0,0,1
Conventional,Cash-out refinancing,168.5,3,Application denied,Male,Black or African American,42.8,50.8,67.8,85.4,1,0,1,0,0,0,3,0
Conventional,Home improvement,360.7,1,Loan originated,Female,White,109.0,25.4,75.5,2.9,0,1,0,0,0,0,2,1
VA-guaranteed,Home purchase,183.7,1,Loan originated,Male,White,72.9,24.7,87.9,23.6,1,1,0,0,0,2,0,1
VA-guaranteed,Home purchase,276.4,1,Loan originated,Male,Asian,80.0,41.5,88.8,5.5,1,0,0,0,0,2,0,1
FHA-insured,Home purchase,395.1,1,Loan originated,Male,Hispanic or Latino,92.2,46.5,87.8,83.0,1,0,0,1,0,1,0,1
Conventional,Refinancing,468.0,1,Loan originated,Male,White,104.7,25.0,68.7,12.2,1,1,0,0,0,0,1,1
Conventional,Refinancing,132.7,3,Application denied,Female,Hispanic or Latino,29.9,39.7,69.3,76.7,0,0,0,1,0,0,1,0
Conventional,Cash-out refinancing,307.2,3,Application denied,Female,White,87.3,20.0,105.0,9.5,0,1,0,0,0,0,3,0
VA-guaranteed,Home purchase,305.3,3,Application denied,Male,Hispanic or Latino,80.7,32.3,88.5,70.9,1,0,0,1,0,2,0,0
VA-guaranteed,Refinancing,106.6,1,Loan originated,Male,White,27.4,38.0,59.7,13.4,1,1,0,0,0,2,1,1
Conventional,Refinancing,75.3,1,Loan originated,Male,White,27.9,39.9,105.0,44.9,1,1,0,0,0,0,1,1
Conventional,Home purchase,428.2,1,Loan originated,Male,White,106.0,29.5,67.6,39.0,1,1,0,0,0,0,0,1
Conventional,Refinancing,186.5,1,Loan originated,Male,White,68.8,20.8,74.0,29.8,1,1,0,0,0,0,1,1
FHA-insured,Home purchase,50.0,1,Loan originated,Male,Hispanic or Latino,15.0,37.2,80.2,87.9,1,0,0,1,0,1,0,1
Conventional,Home purchase,502.9,1,Loan originated,Female,White,115.5,37.0,68.4,17.5,0,1,0,0,0,0,0,1
Conventional,Cash-out refinancing,254.2,1,Loan originated,Female,Hispanic or Latino,62.7,38.5,89.0,75.9,0,0,0,1,0,0,3,1
Conventional,Refinancing,751.8,3,Application denied,Male,Hispanic or Latino,167.5,43.1,98.3,68.7,1,0,0,1,0,0,1,0
Conventional,Refinancing,368.1,1,Loan originated,Male,Asian,97.2,23.6,92.0,22.4,1,0,0,0,0,0,1,1
Conventional,Refinancing,245.8,1,Loan originated,Female,Hispanic or Latino,58.3,26.0,67.5,59.5,0,0,0,1,0,0,1,1
Conventional,Home improvement,491.3,1,Loan originated,Male,White,111.6,30.6,95.3,49.6,1,1,0,0,0,0,2,1
FHA-insured,Home purchase,322.3,1,Loan originated,Male,Hispanic or Latino,101.3,43.7,79.8,76.3,1,0,0,1,0,1,0,1
FHA-insured,Home purchase,386.2,1,Loan originated,Female,White,113.4,37.2,76.7,37.2,0,1,0,0,0,1,0,1
Conventional,Refinancing,279.6,1,Loan originated,Male,White,87.5,31.7,92.0,14.5,1,1,0,0,0,0,1,1
Conventional,Cash-out refinancing,154.0,1,Loan originated,Female,White,38.9,34.6,75.2,20.7,0,1,0,0,0,0,3,1
Conventional,Home purchase,601.9,1,Loan originated,Male,White,136.4,45.0,89.8,10.3,1,1,0,0,0,0,0,1
Conventional,Refinancing,307.9,1,Loan originated,Female,White,77.1,31.2,76.4,25.9,0,1,0,0,0,0,1,1
Conventional,Home improvement,400.5,3,Application denied,Male,Asian,122.4,45.6,67.8,43.9,1,0,0,0,0,0,2,0
VA-guaranteed,Home purchase,91.1,1,Loan originated,Male,Black or African American,35.2,43.1,95.8,55.3,1,0,1,0,0,2,0,1
Conventional,Refinancing,273.3,1,Loan originated,Male,White,75.7,32.5,85.6,19.2,1,1,0,0,0,0,1,1
Conventional,Home purchase,92.7,3,Application denied,Male,Black or African American,34.6,23.1,89.9,56.9,1,0,1,0,0,0,0,0
Conventional,Home purchase,386.1,1,Loan originated,Male,White,95.9,35.1,100.2,21.7,1,1,0,0,0,0,0,1
Conventional,Refinancing,164.2,1,Loan originated,Female,Hispanic or Latino,63.2,42.0,49.5,72.0,0,0,0,1,0,0,1,1
Conventional,Refinancing,269.9,1,Loan originated,Female,White,107.9,43.9,84.7,79.2,0,1,0,0,0,0,1,1
Conventional,Home purchase,370.6,1,Loan originated,Male,White,117.0,42.8,67.4,29.5,1,1,0,0,0,0,0,1
Conventional,Refinancing,207.6,3,Application denied,Female,Black or African American,55.3,46.1,78.3,70.6,0,0,1,0,0,0,1,0
Conventional,Refinancing,668.4,1,Loan originated,Male,White,154.6,48.4,91.6,16.4,1,1,0,0,0,0,1,1
Conventional,Home purchase,372.6,1,Loan originated,Female,White,113.9,22.4,91.3,13.7,0,1,0,0,0,0,0,1
Conventional,Refinancing,326.5,1,Loan originated,Female,White,93.2,33.1,62.0,41.9,0,1,0,0,0,0,1,1
Conventional,Refinancing,78.7,3,Application denied,Male,Hispanic or Latino,17.8,28.2,70.3,67.3,1,0,0,1,0,0,1,0
FHA-insured,Refinancing,243.6,3,Application denied,Female,White,82.6,44.8,47.4,29.1,0,1,0,0,0,1,1,0
FHA-insured,Home purchase,475.8,1,Loan originated,Female,White,109.0,30.0,72.0,22.0,0,1,0,0,0,1,0,1
Conventional,Home purchase,216.1,1,Loan originated,Male,White,52.9,44.2,69.4,65.4,1,1,0,0,0,0,0,1
FHA-insured,Home purchase,358.0,1,Loan originated,Male,White,82.6,32.1,71.3,13.4,1,1,0,0,0,1,0,1
Conventional,Home purchase,67.5,1,Loan originated,Female,White,15.0,21.4,55.8,31.0,0,1,0,0,0,0,0,1
Conventional,Home purchase,358.3,3,Application denied,Male,White,89.4,12.7,41.7,71.4,1,1,0,0,0,0,0,0
VA-guaranteed,Home improvement,194.4,1,Loan originated,Female,White,76.4,45.6,70.6,10.5,0,1,0,0,0,2,2,1
FHA-insured,Cash-out refinancing,134.7,1,Loan originated,Female,Hispanic or Latino,53.6,17.8,86.1,97.9,0,0,0,1,0,1,3,1
Conventional,Cash-out refinancing,189.2,3,Application denied,Female,White,70.5,48.8,54.2,15.6,0,1,0,0,0,0,3,0
Conventional,Refinancing,508.2,3,Application denied,Female,Black or African American,135.2,53.5,96.0,52.5,0,0,1,0,0,0,1,0
Conventional,Refinancing,194.1,1,Loan originated,Male,Hispanic or Latino,45.6,31.8,69.8,87.0,1,0,0,1,0,0,1,1
FHA-insured,Home purchase,261.3,1,Loan originated,Female,Black or African American,64.8,39.0,82.4,52.1,0,0,1,0,0,1,0,1
Conventional,Cash-out refinancing,88.1,1,Loan originated,Male,Hispanic or Latino,28.3,40.4,55.0,51.5,1,0,0,1,0,0,3,1
VA-guaranteed,Home improvement,173.0,1,Loan originated,Female,White,55.4,35.9,71.9,17.8,0,1,0,0,0,2,2,1
FHA-insured,Home purchase,145.9,1,Loan originated,Female,Hispanic or Latino,42.8,43.3,102.8,82.0,0,0,0,1,0,1,0,1
Conventional,Home purchase,251.1,1,Loan originated,Male,Black or African American,71.9,42.5,65.2,64.9,1,0,1,0,0,0,0,1
FHA-insured,Cash-out refinancing,412.0,3,Application denied,Male,Asian,157.5,37.1,105.0,37.2,1,0,0,0,0,1,3,0
Conventional,Home purchase,244.1,3,Application denied,Female,White,78.1,41.3,86.3,14.1,0,1,0,0,0,0,0,0
Conventional,Refinancing,283.7,1,Loan originated,Male,White,66.2,22.4,72.4,13.1,1,1,0,0,0,0,1,1
Conventional,Refinancing,344.5,1,Loan originated,Male,White,80.5,32.9,84.1,27.9,1,1,0,0,0,0,1,1
FHA-insured,Home purchase,230.2,1,Loan originated,Male,White,52.9,43.1,100.9,24.1,1,1,0,0,0,1,0,1
Conventional,Home purchase,343.5,1,Loan originated,Male,White,78.7,27.2,80.4,23.0,1,1,0,0,0,0,0,1
Conventional,Cash-out refinancing,132.9,1,Loan originated,Female,White,38.1,37.1,82.0,25.9,0,1,0,0,0,0,3,1
Conventional,Refinancing,214.9,1,Loan originated,Female,White,58.6,25.2,45.9,7.9,0,1,0,0,0,0,1,1
Conventional,Home purchase,314.1,1,Loan originated,Male,White,96.6,31.5,73.3,37.5,1,1,0,0,0,0,0,1
Conventional,Cash-out refinancing,50.0,3,Application denied,Male,Black or African American,15.0,39.2,105.0,90.3,1,0,1,0,0,0,3,0
Conventional,Refinancing,249.6,1,Loan originated,Male,White,64.8,23.6,67.5,14.5,1,1,0,0,0,0,1,1
Conventional,Refinancing,193.5,1,Loan originated,Male,White,69.7,46.0,102.8,23.7,1,1,0,0,0,0,1,1
Conventional,Refinancing,227.3,3,Application denied,Male,Black or African American,78.3,39.3,40.8,85.6,1,0,1,0,0,0,1,0
Conventional,Home improvement,438.1,1,Loan originated,Male,White,102.4,17.3,67.1,25.6,1,1,0,0,0,0,2,1
Conventional,Home purchase,171.3,3,Application denied,Female,White,40.2,15.9,104.8,29.3,0,1,0,0,0,0,0,0
Conventional,Home purchase,418.4,1,Loan originated,Female,White,106.5,43.4,105.0,15.1,0,1,0,0,0,0,0,1
Conventional,Refinancing,290.4,1,Loan originated,Female,White,74.8,27.9,83.4,42.2,0,1,0,0,0,0,1,1
Conventional,Home improvement,301.7,3,Application denied,Female,Asian,107.4,40.8,102.7,9.0,0,0,0,0,0,0,2,0
Conventional,Home purchase,250.2,3,Application denied,Male,Hispanic or Latino,65.3,14.1,90.6,84.2,1,0,0,1,0,0,0,0
Conventional,Home purchase,151.1,1,Loan originated,Female,Black or African American,37.7,42.7,73.0,50.6,0,0,1,0,0,0,0,1
Conventional,Refinancing,111.7,1,Loan originated,Female,Black or African American,34.4,45.1,89.2,96.5,0,0,1,0,0,0,1,1
Conventional,Refinancing,364.1,1,Loan originated,Female,White,89.5,19.0,105.0,48.8,0,1,0,0,0,0,1,1
Conventional,Home improvement,241.3,1,Loan originated,Female,White,80.6,49.8,105.0,22.1,0,1,0,0,0,0,2,1
FHA-insured,Refinancing,56.2,1,Loan originated,Female,Hispanic or Latino,20.4,28.6,86.8,82.5,0,0,0,1,0,1,1,1
Conventional,Refinancing,71.4,1,Loan originated,Female,Black or African American,24.0,22.7,90.2,36.6,0,0,1,0,0,0,1,1
VA-guaranteed,Home purchase,347.2,1,Loan originated,Male,American Indian or Alaska Native,106.4,33.9,69.9,23.7,1,0,0,0,0,2,0,1
Conventional,Refinancing,181.5,3,Application denied,Female,White,58.6,22.4,39.2,21.1,0,1,0,0,0,0,1,0
FHA-insured,Home purchase,207.4,1,Loan originated,Female,White,67.7,43.1,80.7,22.7,0,1,0,0,0,1,0,1
Conventional,Home purchase,456.1,1,Loan originated,Male,White,110.3,40.5,59.8,45.6,1,1,0,0,0,0,0,1
Conventional,Home purchase,303.8,1,Loan originated,Male,White,87.6,46.3,100.4,50.1,1,1,0,0,0,0,0,1
Conventional,Home purchase,331.3,1,Loan originated,Male,White,85.8,38.5,75.8,21.9,1,1,0,0,0,0,0,1
Conventional,Home purchase,179.1,3,Application denied,Male,Hispanic or Latino,46.4,28.0,95.4,85.0,1,0,0,1,0,0,0,0
FHA-insured,Home purchase,166.7,3,Application denied,Female,Black or African American,63.8,48.4,105.0,83.8,0,0,1,0,0,1,0,0
Conventional,Home improvement,274.5,1,Loan originated,Male,White,86.9,38.5,57.8,37.5,1,1,0,0,0,0,2,1
Conventional,Refinancing,413.4,1,Loan originated,Female,White,111.3,48.6,68.2,36.7,0,1,0,0,0,0,1,1
VA-guaranteed,Cash-out refinancing,124.9,1,Loan originated,Male,White,38.6,45.0,48.9,31.2,1,1,0,0,0,2,3,1
Conventional,Home purchase,126.8,1,Loan originated,Female,Hispanic or Latino,38.2,33.1,80.3,61.8,0,0,0,1,0,0,0,1
Conventional,Refinancing,289.2,1,Loan originated,Male,Black or African American,101.9,26.1,62.0,29.6,1,0,1,0,0,0,1,1
Conventional,Refinancing,263.5,3,Application denied,Female,Hispanic or Latino,70.2,43.4,81.8,89.5,0,0,0,1,0,0,1,0
Conventional,Home purchase,404.8,1,Loan originated,Male,American Indian or Alaska Native,91.7,44.8,105.0,24.7,1,0,0,0,0,0,0,1
Conventional,Home purchase,53.2,1,Loan originated,Male,Hispanic or Latino,15.0,47.1,65.0,65.4,1,0,0,1,0,0,0,1
Conventional,Refinancing,351.3,1,Loan originated,Female,White,116.6,30.6,68.9,51.0,0,1,0,0,0,0,1,1
Conventional,Refinancing,305.9,1,Loan originated,Male,Hispanic or Latino,89.9,40.9,78.1,56.0,1,0,0,1,0,0,1,1
Conventional,Home purchase,358.5,1,Loan originated,Male,White,84.5,31.1,89.9,19.8,1,1,0,0,0,0,0,1
FHA-insured,Home purchase,332.3,1,Loan originated,Male,White,81.3,27.3,95.4,34.8,1,1,0,0,0,1,0,1
Conventional,Home purchase,511.8,1,Loan originated,Male,White,129.1,23.2,71.6,36.8,1,1,0,0,0,0,0,1
Conventional,Home purchase,261.8,3,Application denied,Male,Black or African American,76.2,51.3,84.5,37.1,1,0,1,0,0,0,0,0
FHA-insured,Home purchase,272.2,1,Loan originated,Female,Hispanic or Latino,87.8,50.4,54.0,92.4,0,0,0,1,0,1,0,1
FHA-insured,Cash-out refinancing,186.2,1,Loan originated,Female,White,48.2,35.7,92.8,14.8,0,1,0,0,0,1,3,1
FHA-insured,Home purchase,256.8,3,Application denied,Male,White,97.1,21.5,61.5,65.1,1,1,0,0,0,1,0,0
Conventional,Home purchase,182.6,1,Loan originated,Male,White,72.9,33.9,71.2,43.5,1,1,0,0,0,0,0,1
Conventional,Home purchase,399.1,3,Application denied,Male,White,96.6,49.5,70.5,26.1,1,1,0,0,0,0,0,0
FHA-insured,Home purchase,407.7,3,Application denied,Male,Asian,133.1,36.7,68.7,15.3,1,0,0,0,0,1,0,0
FHA-insured,Home purchase,198.8,1,Loan originated,Male,Hispanic or Latino,77.6,42.2,75.9,68.8,1,0,0,1,0,1,0,1
FHA-insured,Home purchase,283.4,1,Loan originated,Male,White,84.3,36.0,105.0,31.6,1,1,0,0,0,1,0,1
Conventional,Home purchase,271.3,3,Application denied,Female,White,84.9,20.6,87.6,67.6,0,1,0,0,0,0,0,0
Conventional,Home purchase,182.2,1,Loan originated,Female,Hispanic or Latino,47.4,39.7,86.4,78.0,0,0,0,1,0,0,0,1
Conventional,Home improvement,244.6,3,Application denied,Male,Hispanic or Latino,88.0,45.8,36.2,80.2,1,0,0,1,0,0,2,0
Conventional,Refinancing,418.7,1,Loan originated,Male,Hispanic or Latino,101.6,42.5,58.2,86.6,1,0,0,1,0,0,1,1
Conventional,Home purchase,431.6,1,Loan originated,Male,Asian,99.5,22.6,92.8,2.3,1,0,0,0,0,0,0,1
VA-guaranteed,Refinancing,132.0,1,Loan originated,Female,Black or African American,45.0,40.7,87.5,40.9,0,0,1,0,0,2,1,1
Conventional,Home purchase,455.4,1,Loan originated,Female,White,107.8,32.9,80.1,32.1,0,1,0,0,0,0,0,1
FHA-insured,Home purchase,192.4,1,Loan originated,Male,Asian,58.7,33.7,85.6,19.3,1,0,0,0,0,1,0,1
Conventional,Refinancing,169.7,1,Loan originated,Female,White,53.7,49.0,76.0,64.9,0,1,0,0,0,0,1,1
Conventional,Home purchase,357.4,3,Application denied,Male,White,98.0,21.5,99.3,24.9,1,1,0,0,0,0,0,0
Conventional,Refinancing,454.7,1,Loan originated,Female,White,109.5,33.5,97.6,31.1,0,1,0,0,0,0,1,1
Conventional,Home purchase,267.9,3,Application denied,Male,White,83.9,44.3,86.4,15.6,1,1,0,0,0,0,0,0
Conventional,Home purchase,301.5,1,Loan originated,Female,White,98.3,24.9,92.8,5.6,0,1,0,0,0,0,0,1
Conventional,Home purchase,53.1,1,Loan originated,Female,White,15.0,40.5,105.0,46.7,0,1,0,0,0,0,0,1
Conventional,Home purchase,425.3,1,Loan originated,Female,White,104.7,27.9,105.0,3.5,0,1,0,0,0,0,0,1
Conventional,Home purchase,351.4,1,Loan originated,Female,White,87.4,36.1,71.8,58.4,0,1,0,0,0,0,0,1
Conventional,Refinancing,308.6,1,Loan originated,Male,White,80.4,33.6,60.4,30.5,1,1,0,0,0,0,1,1
Conventional,Cash-out refinancing,256.4,1,Loan originated,Male,Black or African American,98.6,61.5,68.6,77.8,1,0,1,0,0,0,3,1
Conventional,Home purchase,155.1,1,Loan originated,Male,White,60.7,46.5,94.3,22.5,1,1,0,0,0,0,0,1
Conventional,Home improvement,51.0,1,Loan originated,Female,Hispanic or Latino,15.0,33.3,94.1,53.3,0,0,0,1,0,0,2,1
VA-guaranteed,Home purchase,215.9,3,Application denied,Female,White,85.2,44.0,105.0,28.0,0,1,0,0,0,2,0,0
Conventional,Home purchase,237.4,3,Application denied,Male,White,62.5,26.9,94.4,34.7,1,1,0,0,0,0,0,0
FHA-insured,Refinancing,243.0,1,Loan originated,Male,Hispanic or Latino,58.8,23.2,69.5,89.1,1,0,0,1,0,1,1,1
VA-guaranteed,Home purchase,180.5,1,Loan originated,Male,White,52.8,35.9,78.1,50.5,1,1,0,0,0,2,0,1
FHA-insured,Home purchase,177.5,1,Loan originated,Female,White,59.3,22.0,59.9,35.8,0,1,0,0,0,1,0,1
Conventional,Home purchase,125.7,1,Loan originated,Female,White,37.9,30.9,101.4,32.8,0,1,0,0,0,0,0,1
Conventional,Refinancing,417.2,3,Application denied,Male,White,128.0,29.8,100.0,17.9,1,1,0,0,0,0,1,0
FHA-insured,Home purchase,329.4,1,Loan originated,Male,White,81.5,52.4,59.2,18.0,1,1,0,0,0,1,0,1
Conventional,Home purchase,454.5,1,Loan originated,Female,White,158.2,37.8,75.5,37.5,0,1,0,0,0,0,0,1
Conventional,Home purchase,259.5,1,Loan originated,Male,Hispanic or Latino,59.5,28.8,78.9,86.3,1,0,0,1,0,0,0,1
Conventional,Home purchase,147.5,1,Loan originated,Male,White,54.1,51.6,77.1,42.3,1,1,0,0,0,0,0,1
Conventional,Home purchase,450.5,3,Application denied,Male,Asian,104.2,36.3,88.5,42.6,1,0,0,0,0,0,0,0
Conventional,Home improvement,231.0,1,Loan originated,Male,American Indian or Alaska Native,61.5,36.5,73.8,40.4,1,0,0,0,0,0,2,1
Conventional,Home purchase,389.7,3,Application denied,Female,White,101.1,10.0,66.6,46.6,0,1,0,0,0,0,0,0
Conventional,Cash-out refinancing,232.8,1,Loan originated,Female,White,57.9,35.0,90.5,14.4,0,1,0,0,0,0,3,1
Conventional,Home purchase,239.0,1,Loan originated,Male,White,79.1,29.2,71.3,31.4,1,1,0,0,0,0,0,1
