loan_type,loan_purpose,owner_occupancy,loan_amount_000s,action_taken,action_taken_name,property_type,lien_status,applicant_sex,applicant_race_1,applicant_income_000s,county_code,census_tract_minority_pct,debt_to_income_ratio,combined_loan_to_value,hoepa_status,sex_binary,race_white,race_black,race_hispanic,hoepa_binary,loan_type_code,loan_purpose_code
Conventional,Refinancing,Not owner-occupied,261.3,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,71.9,5,29.8,31.8,56.8,Not applicable,1,1,0,0,0,0,1
VA-guaranteed,Home improvement,Owner-occupied as a principal dwelling,97.3,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Junior lien,Female,Hispanic or Latino,33.7,5,84.1,37.1,105.0,Not applicable,0,0,0,1,0,2,2
Conventional,Refinancing,Owner-occupied as a principal dwelling,335.6,5,File closed for incompleteness,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,88.0,19,23.2,47.9,76.4,Not applicable,1,1,0,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,273.8,5,File closed for incompleteness,One-to-four family dwelling (other than manufactured housing),First lien,Female,Hispanic or Latino,61.5,1,53.8,30.6,105.0,Not applicable,0,0,0,1,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,240.3,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Not secured,Male,Hispanic or Latino,55.9,11,78.3,32.9,54.4,Not applicable,1,0,0,1,0,0,0
Conventional,Cash-out refinancing,Owner-occupied as a principal dwelling,196.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Not applicable,Male,Hispanic or Latino,54.2,3,95.9,37.9,71.2,Not applicable,1,0,0,1,0,0,3
Conventional,Refinancing,Owner-occupied as a principal dwelling,100.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,31.0,15,52.6,38.3,90.8,Not applicable,1,0,1,0,0,0,1
Conventional,Refinancing,Owner-occupied as a principal dwelling,272.5,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,74.6,5,73.5,64.3,79.6,Not applicable,1,0,1,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,257.9,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,60.3,7,50.3,46.8,90.4,Not applicable,0,1,0,0,0,0,0
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,256.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,Hispanic or Latino,58.1,1,73.5,46.0,86.4,Not a HOEPA loan,0,0,0,1,0,1,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,64.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,18.3,7,55.8,50.8,75.7,Not applicable,1,0,1,0,0,0,0
FSA/RHS-guaranteed,Home improvement,Owner-occupied as a principal dwelling,175.4,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,59.5,19,12.1,36.3,105.0,Not applicable,1,1,0,0,0,3,2
FHA-insured,Cash-out refinancing,Owner-occupied as a principal dwelling,263.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,78.6,3,64.2,35.9,69.8,Not a HOEPA loan,0,1,0,0,0,1,3
VA-guaranteed,Refinancing,Owner-occupied as a principal dwelling,202.6,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,52.9,7,59.0,33.3,87.0,Not applicable,0,1,0,0,0,2,1
FSA/RHS-guaranteed,Home improvement,Owner-occupied as a principal dwelling,248.6,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,64.8,3,36.3,36.4,92.4,Not a HOEPA loan,0,1,0,0,0,3,2
Conventional,Home purchase,Owner-occupied as a principal dwelling,349.9,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,Asian,135.6,1,8.1,32.4,78.1,Not a HOEPA loan,0,0,0,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,342.2,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,104.4,7,53.0,27.1,61.4,Not applicable,1,0,0,1,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,162.5,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,Hispanic or Latino,57.3,9,45.4,56.3,85.6,Not applicable,0,0,0,1,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,472.2,5,File closed for incompleteness,Manufactured housing,First lien,Male,White,124.8,7,47.2,23.9,97.0,Not applicable,1,1,0,0,0,0,0
Conventional,Cash-out refinancing,Owner-occupied as a principal dwelling,620.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,139.7,13,24.1,29.8,85.5,Not applicable,0,1,0,0,0,0,3
FHA-insured,Refinancing,Owner-occupied as a principal dwelling,551.5,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Not secured,Female,White,153.5,1,12.8,32.2,66.7,Not applicable,0,1,0,0,0,1,1
Conventional,Refinancing,Owner-occupied as a principal dwelling,145.9,1,Loan originated,Multifamily dwelling,First lien,Male,White,43.4,7,13.3,49.9,85.2,Not applicable,1,1,0,0,0,0,1
FSA/RHS-guaranteed,Home purchase,Owner-occupied as a principal dwelling,190.6,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,59.4,1,14.6,29.0,94.3,Not a HOEPA loan,0,1,0,0,0,3,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,282.2,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,82.1,13,14.4,35.7,105.0,Not applicable,0,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,81.6,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,Black or African American,30.4,1,65.4,26.1,61.1,Not applicable,0,0,1,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,130.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,47.0,3,93.4,34.8,105.0,Not applicable,1,0,0,1,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,482.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,112.8,9,47.3,27.0,70.2,Not applicable,0,1,0,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,328.5,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Female,Black or African American,79.2,13,46.3,33.1,80.6,Not applicable,0,0,1,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,277.1,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,70.1,9,14.0,44.6,91.4,Not applicable,1,1,0,0,0,0,0
VA-guaranteed,Refinancing,Owner-occupied as a principal dwelling,269.3,1,Loan originated,Multifamily dwelling,Junior lien,Male,Hispanic or Latino,71.5,11,80.0,39.4,78.3,Not applicable,1,0,0,1,0,2,1
Conventional,Cash-out refinancing,Owner-occupied as a principal dwelling,276.4,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,89.8,19,37.2,20.8,93.2,Not applicable,0,1,0,0,0,0,3
Conventional,Refinancing,Owner-occupied as a principal dwelling,209.3,1,Loan originated,Manufactured housing,Junior lien,Female,Black or African American,62.1,17,66.7,31.7,95.5,Not applicable,0,0,1,0,0,0,1
FHA-insured,Refinancing,Owner-occupied as a principal dwelling,237.2,1,Loan originated,Multifamily dwelling,First lien,Female,Hispanic or Latino,78.3,13,77.7,33.0,63.2,Not applicable,0,0,0,1,0,1,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,411.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,126.0,19,41.2,22.0,77.4,Not a HOEPA loan,1,1,0,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,97.3,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,23.6,5,6.4,35.6,83.9,Not applicable,0,1,0,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,369.3,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,83.1,3,65.3,35.3,62.3,Not applicable,0,1,0,0,0,0,0
FSA/RHS-guaranteed,Cash-out refinancing,Owner-occupied as a principal dwelling,357.4,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,125.8,1,27.9,45.1,87.9,Not applicable,1,1,0,0,0,3,3
Conventional,Refinancing,Owner-occupied as a principal dwelling,336.3,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,Hispanic or Latino,96.0,11,41.8,39.7,85.1,Not applicable,0,0,0,1,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,293.1,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,115.6,13,1.3,51.6,65.0,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,330.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Asian,113.6,17,15.0,29.2,73.3,Not a HOEPA loan,1,0,0,0,0,0,0
Conventional,Home improvement,Owner-occupied as a principal dwelling,383.3,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,101.6,19,93.6,47.1,105.0,Not applicable,1,0,0,1,0,0,2
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,191.4,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,52.1,13,61.0,26.4,80.7,Not applicable,1,1,0,0,0,1,0
Conventional,Cash-out refinancing,Owner-occupied as a principal dwelling,226.8,4,Application withdrawn by applicant,Multifamily dwelling,First lien,Male,Hispanic or Latino,88.9,11,47.8,46.8,62.8,Not applicable,1,0,0,1,0,0,3
FHA-insured,Refinancing,Owner-occupied as a principal dwelling,681.1,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,160.7,3,7.7,26.2,78.8,Not a HOEPA loan,1,1,0,0,0,1,1
Conventional,Refinancing,Owner-occupied as a principal dwelling,424.6,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,123.4,3,28.4,31.8,79.5,Not a HOEPA loan,1,1,0,0,0,0,1
FHA-insured,Refinancing,Owner-occupied as a principal dwelling,385.6,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,87.9,3,7.4,24.9,57.0,Not applicable,1,1,0,0,0,1,1
FHA-insured,Refinancing,Owner-occupied as a principal dwelling,294.2,5,File closed for incompleteness,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,76.1,1,16.3,40.3,79.4,Not applicable,1,1,0,0,0,1,1
FHA-insured,Cash-out refinancing,Owner-occupied as a principal dwelling,186.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,48.2,1,14.8,35.7,92.8,Not applicable,0,1,0,0,0,1,3
Conventional,Home purchase,Not owner-occupied,249.4,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,93.4,9,78.8,42.4,35.4,Not applicable,1,0,1,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,327.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,109.8,3,52.1,41.6,32.8,Not applicable,1,1,0,0,0,0,0
VA-guaranteed,Cash-out refinancing,Owner-occupied as a principal dwelling,444.3,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,130.2,15,6.0,48.4,70.7,Not applicable,1,1,0,0,0,2,3
VA-guaranteed,Refinancing,Owner-occupied as a principal dwelling,322.5,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,77.3,9,23.2,30.0,52.1,Not applicable,0,1,0,0,0,2,1
Conventional,Refinancing,Not owner-occupied,248.8,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,Hispanic or Latino,64.8,3,68.5,28.1,81.1,Not applicable,0,0,0,1,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,348.4,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Not applicable,Female,Hispanic or Latino,131.5,5,62.5,45.3,76.8,Not applicable,0,0,0,1,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,310.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,122.1,3,21.7,34.5,69.5,Not applicable,1,1,0,0,0,0,1
FHA-insured,Refinancing,Owner-occupied as a principal dwelling,410.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,139.8,1,9.5,24.8,95.9,Not applicable,0,1,0,0,0,1,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,118.3,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,36.5,19,64.2,34.7,81.7,Not applicable,1,0,1,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,220.9,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,84.8,7,71.6,45.0,83.8,Not applicable,1,0,1,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,268.7,2,Application approved but not accepted,Manufactured housing,First lien,Female,White,80.8,3,13.5,34.8,51.5,Not applicable,0,1,0,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,411.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,108.4,1,20.5,43.7,73.4,Not a HOEPA loan,0,1,0,0,0,0,0
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,265.6,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,91.5,5,55.4,32.6,76.8,Not applicable,1,0,0,1,0,1,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,308.6,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,80.4,11,30.5,33.6,60.4,Not applicable,1,1,0,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,79.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,Black or African American,21.1,15,46.8,48.6,69.5,Not applicable,0,0,1,0,0,0,0
FSA/RHS-guaranteed,Home purchase,Not owner-occupied,353.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,91.9,11,11.0,41.1,69.6,Not applicable,1,1,0,0,0,3,0
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,228.9,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,78.9,1,66.7,32.1,44.9,Not applicable,1,0,0,1,0,1,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,196.8,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,Black or African American,67.6,19,68.6,57.9,91.0,Not applicable,0,0,1,0,0,0,0
FSA/RHS-guaranteed,Refinancing,Owner-occupied as a principal dwelling,273.1,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Male,Asian,104.4,5,59.2,35.4,105.0,Not applicable,1,0,0,0,0,3,1
Conventional,Home improvement,Owner-occupied as a principal dwelling,316.5,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,113.0,9,24.6,41.8,79.5,Not applicable,1,1,0,0,0,0,2
Conventional,Cash-out refinancing,Owner-occupied as a principal dwelling,270.3,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Male,Asian,102.7,3,14.2,29.9,53.8,Not applicable,1,0,0,0,0,0,3
